BUYER_DEA_NO,BUYER_STATE,BUYER_COUNTY,lat,lon,total_dosage_unit,total_records,countyfips,average_population,per_person,linear_per_person,BUYER_BUS_ACT,BUYER_NAME,BUYER_ADDRESS1,BUYER_CITY,BUYER_ZIP,BUYER_ADDL_CO_INFO,BUYER_ADDRESS2
BB5713804,LA,BOSSIER,32.4583,-93.6626,1873300,5319,22015,113206.57142857143,2.4,7.4164177284247295,CHAIN PHARMACY,BROOKSHIRE PHARMACY,4918 BARKSDALE BLVD,BOSSIER CITY,71112,,
FC1045613,LA,LIVINGSTON,30.2938,-90.6402,930200,1849,22063,121772.85714285714,1.1,3.4235545197641457,RETAIL PHARMACY,CHRIS' PHARMACY AND GIFTS LLC,18525 HWY 22,MAUREPAS,70449,,
AK3416826,LA,ORLEANS,29.9981,-90.0597,285090,1081,22071,298219.28571428574,0.1,0.42835687603338635,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,3100 GENTILLY BOULEVARD,NEW ORLEANS,70122,RITE AID #7266,
AA4383511,LA,OUACHITA,32.5209,-92.1105,796470,3802,22073,151860.14285714287,0.7,2.3505582899829687,RETAIL PHARMACY,ARON'S PHARMACY,"ARON, CARL W",MONROE,71201,,1209 NO 18TH ST
BF4170243,LA,OUACHITA,32.5251,-92.1153,680300,4351,22073,151860.14285714287,0.6,2.0076999306585277,RETAIL PHARMACY,FRED'S PHARMACY #2356,1701 NORTH 18TH STREET,MONROE,71201,,
BC9615975,LA,LAFAYETTE,30.2338,-92.0955,4470300,6956,22055,213874.42857142858,3,9.367798905857784,RETAIL PHARMACY,CASHWAY PHARMACY OF SCOTT,5900 CAMERON ST SUITE 100,SCOTT,70583,,P.O. BOX 809
BC5322867,LA,LAFAYETTE,30.2318,-92.0865,746360,1693,22055,213874.42857142858,0.5,1.5639586624466846,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",111 WESTGATE RD.,LAFAYETTE,70506,DBA: CVS/PHARMACY  # 05554,
FW0788375,LA,LAFAYETTE,30.2334,-92.0868,696400,1425,22055,213874.42857142858,0.5,1.459263136052377,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",5416 CAMERON ST,SCOTT,70583,DBA: WALGREENS #11997,
BK4887127,LA,LAFAYETTE,30.211,-92.0776,507490,1673,22055,213874.42857142858,0.3,1.0633857963576474,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,2252 AMBASSADOR CAFFERY PKWY.,LAFAYETTE,70506,RITE AID #7293,
BE5322867,LA,LAFAYETTE,30.2318,-92.0865,407700,641,22055,213874.42857142858,0.3,0.8542671698787048,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",111 WESTGATE RD.,LAFAYETTE,70506,DBA: CVS/PHARMACY  # 05554,
FW0577722,LA,LAFAYETTE,30.2114,-92.0777,237040,1096,22055,213874.42857142858,0.2,0.496634292888061,CHAIN PHARMACY,WINN DIXIE PHARMACY #1561,2240 AMBASSADOR CAFFERY PKWY,LAFAYETTE,70506,,
AC7022825,LA,LAFAYETTE,30.2338,-92.0955,219280,268,22055,213874.42857142858,0.1,0.4594166678127426,RETAIL PHARMACY,CASHWAY PHARMACY,5900 CAMERON STREET,SCOTT,70583,,SUITE 100
BT9631854,LA,LAFAYETTE,30.2338,-92.0955,24230,32,22055,213874.42857142858,0,0.05067242395346048,RETAIL PHARMACY,THE COMPOUNDING PHARMACY,5900 CAMERON ST SUITE 100A,SCOTT,70583,,PO BOX 809
BW4861159,LA,LAFAYETTE,30.2114,-92.0777,48900,187,22055,213874.42857142858,0,0.10237055518139428,CHAIN PHARMACY,"WINN-DIXIE PHARMACY, #1561","WINN DIXIE LA., INC",LAFAYETTE,70506,,2240 AMBASSADOR CAFFERY PKWY
BW9728772,LA,LAFAYETTE,30.2114,-92.0777,45700,373,22055,213874.42857142858,0,0.09566467678944504,CHAIN PHARMACY,WINN DIXIE MONTGOMERY,WINN DIXIE PHARMACY # 1561,LAFAYETTE,70506,,2240 AMB CAFFERY
BT9040356,LA,LAFAYETTE,30.2338,-92.0955,500,1,22055,213874.42857142858,0,9.441445031617657e-4,RETAIL PHARMACY,"THE COMPOUNDING PHARMACY OF, SCOTT","5900 CAMECON ST, SUITE A",SCOTT,70583,,
BW5505776,LA,SAINT TAMMANY,30.4433,-90.0785,1221200,6248,22103,228431.14285714287,0.8,2.3959472549337506,CHAIN PHARMACY,WAL-MART PHARMACY 10-0541,880 NORTH HWY 190,COVINGTON,70433,,
FW1113492,LA,SAINT TAMMANY,30.4594,-90.0413,1027700,2918,22103,228431.14285714287,0.6,2.0162913018463566,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",70997 HIGHWAY 59,ABITA SPRINGS,70420,DBA: WALGREENS #11996,
FL1897125,LA,SAINT TAMMANY,30.4582,-90.0812,629100,1478,22103,228431.14285714287,0.4,1.234219658949017,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1850 N. HIGHWAY 190,COVINGTON,70433,DBA: CVS/PHARMACY  # 08922,
BT8865858,LA,SAINT TAMMANY,30.4418,-90.0804,169900,856,22103,228431.14285714287,0.1,0.3332480121390359,CHAIN PHARMACY,THE GREAT ATLANTIC AND,SAV-A-CENTER PHARMACY #082,COVINGTON,70433,"PACIFIC TEA CO, INC.",50 PARK PL
BW9162760,LA,ASCENSION,30.3343,-90.9831,795500,4177,22005,101895.85714285714,1.1,3.498930768711987,CHAIN PHARMACY,"WINN DIXIE MONTGOMERY, LLC.",WINN DIXIE PHARMACY # 1590,PRAIRIEVILLE,70769,,17682 AIRLINE HWY
BT9226146,LA,ASCENSION,30.3278,-90.9795,458460,1283,22005,101895.85714285714,0.6,2.016448606368607,RETAIL PHARMACY,THE WELLNESS CORNER,17733 OLD JEFFERSON HIGHWAY,PRAIRIEVILLE,70769,,
BW9380394,LA,ASCENSION,30.3308,-90.9865,927800,4751,22005,101895.85714285714,1.3,4.080856920142171,CHAIN PHARMACY,WAL-MART PHARMACY 10-5056,17585 AIRLINE HIGHWAY,PRAIRIEVILLE,70769,,
BC5276325,LA,CADDO,32.4801,-93.723,349000,848,22017,252980.2857142857,0.2,0.6182021298510492,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",3300 YOUREE DR,SHREVEPORT,71105,DBA: CVS/PHARMACY  # 05329,
BE5276325,LA,CADDO,32.4801,-93.723,194500,442,22017,252980.2857142857,0.1,0.34448223635017733,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",3300 YOUREE DR,SHREVEPORT,71105,DBA: CVS/PHARMACY  # 05329,
AW3417210,LA,CALCASIEU,30.2125,-93.1808,2006900,5431,22019,188386.85714285713,1.5,4.774525987663646,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",2000 GERTSNER MEMORIAL DR,LAKE CHARLES,70601,DBA: WALGREENS # 03373,
AT5774523,LA,CALCASIEU,30.2237,-93.1958,527790,1163,22019,188386.85714285713,0.4,1.2555651815053777,RETAIL PHARMACY,THRIF-T-WAY PHARMACY,MAYEUX TED MICHAEL,LAKE CHARLES,70601,,1001 3RD AVE
FT1113719,LA,CALCASIEU,30.2237,-93.1958,445500,1270,22019,188386.85714285713,0.3,1.0597884747433628,RETAIL PHARMACY,"THRIFTY WAY OF LAKE CHARLES, INC",1001 3RD AVE,LAKE CHARLES,70601,,
BC5710757,LA,EAST BATON ROUGE,30.4704,-91.1627,929160,1664,22033,434462.71428571426,0.3,0.9584193800853853,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",2520 PLANK RD,BATON ROUGE,70805,DBA: CVS/PHARMACY  # 05615,
BE5710757,LA,EAST BATON ROUGE,30.4704,-91.1627,544500,748,22033,434462.71428571426,0.2,0.5616034728505881,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",2520 PLANK RD,BATON ROUGE,70805,DBA: CVS/PHARMACY  # 05615,
BW5506590,LA,EAST BATON ROUGE,30.4628,-91.0901,1217560,5246,22033,434462.71428571426,0.4,1.255933308350647,CHAIN PHARMACY,WAL-MART PHARMACY 10-0839,9350 CORTANA PL,BATON ROUGE,70815,,
BS7018307,LA,EAST BATON ROUGE,30.4615,-91.0976,866120,4077,22033,434462.71428571426,0.3,0.8933872093577776,CHAIN PHARMACY,SAM'S PHARMACY 10-8204,9598 CORTANA PLACE,BATON ROUGE,70815,,
BW5505752,LA,IBERVILLE,30.2639,-91.255,1913860,6760,22047,33405.42857142857,8.2,25.677688266733856,CHAIN PHARMACY,WAL-MART PHARMACY 10-0401,59690 BELLVIEW DR,PLAQUEMINE,70764,,
BW9163154,LA,IBERVILLE,30.2782,-91.2306,35300,217,22047,33405.42857142857,0.2,0.47350782447962114,CHAIN PHARMACY,WINN DIXIE MONTGOMERY,WINN DIXIE PHARMACY # 1579,PLAQUEMINE,70765,,58045 BELLEVIEW RD
FE3522883,LA,IBERVILLE,30.2782,-91.2306,8130,27,22047,33405.42857142857,0,0.10897457421556384,RETAIL PHARMACY,ELLIOTT PHARMACY #6,58045 BELLEVIEW DR,PLAQUEMINE,70764,,SUITE A
AK8984850,LA,JEFFERSON,29.9012,-90.0475,443090,2157,22051,432413.71428571426,0.1,0.45915468552119737,CHAIN PHARMACY,K MART PHARMACY #3347,2701 BELLE CHASE HIGHWAY,GRETNA,70053,,
AV8550659,LA,MOREHOUSE,32.7766,-91.7957,285990,991,22067,28429.571428571428,1.4,4.508531497946379,RETAIL PHARMACY,VILLAGE PHARMACY INC,P.O. BOX 165 308 DAVENPORT,MER ROUGE,71261,,
AB3411686,LA,MOREHOUSE,32.7761,-91.7932,252050,1002,22067,28429.571428571428,1.3,3.973467066017954,RETAIL PHARMACY,BRODIE PHARMACY INC,C/O MARGARET B PHILLEY,MER ROUGE,71261,,204 DAVENPORT
FW0503284,LA,ORLEANS,30.0189,-89.9721,118920,979,22071,298219.28571428574,0.1,0.17862070344205241,CHAIN PHARMACY,WINN DIXIE PHARMACY # 1439,9701 CHEF MENTEUR HWY,NEW ORLEANS,70127,,
FW1784897,LA,ORLEANS,29.9746,-90.0997,640060,1799,22071,298219.28571428574,0.3,0.9618397501065992,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",4001 CANAL ST,NEW ORLEANS,70119,DBA: WALGREENS #10316,
AW1604049,LA,SAINT TAMMANY,30.2855,-89.7789,5499720,9541,22103,228431.14285714287,3.4,10.790601458569292,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",1260 FRONT STREET,SLIDELL,70458,DBA: WALGREENS # 04007,
BC5276337,LA,SAINT TAMMANY,30.2842,-89.765,2803300,4101,22103,228431.14285714287,1.8,5.500100657412129,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1305 GAUSE BLVD.,SLIDELL,70458,DBA: CVS/PHARMACY  # 05330,
BE5276337,LA,SAINT TAMMANY,30.2842,-89.765,901600,1297,22103,228431.14285714287,0.6,1.7688772673020652,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1305 GAUSE BLVD.,SLIDELL,70458,DBA: CVS/PHARMACY  # 05330,
AW5990937,LA,TERREBONNE,29.4438,-90.5951,811090,2234,22109,110670.71428571429,1,3.2846355355600774,RETAIL PHARMACY,WOLFE'S PHARMACY,5458 HWY 56,CHAUVIN,70344,WOLFE PETER HORACE,PO BOX 597
BC5312830,LA,VERMILION,29.9811,-92.1236,266500,697,22113,57033.857142857145,0.7,2.0941487769717324,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1100 VETERANS MEMORIAL DR,ABBEVILLE,70510,DBA: CVS/PHARMACY  # 05275,
BE5312830,LA,VERMILION,29.9811,-92.1236,160700,374,22113,57033.857142857145,0.4,1.2627344930417448,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1100 VETERANS MEMORIAL DR,ABBEVILLE,70510,DBA: CVS/PHARMACY  # 05275,
BK3404718,LA,CADDO,32.4543,-93.7455,1264240,3048,22017,252980.2857142857,0.7,2.2396868892538833,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,761 PIERREMONT ROAD,SHREVEPORT,71106,RITE AID #7329,
BW3550185,LA,CALCASIEU,30.2281,-93.3602,3780400,7982,22019,188386.85714285713,2.9,8.993872073973444,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",1021 BEGLIS PKWY,SULPHUR,70663,DBA: WALGREENS # 02920,
BB3854090,LA,CALCASIEU,30.2251,-93.375,1669020,3386,22019,188386.85714285713,1.3,3.9706733484517165,CHAIN PHARMACY,BROOKSHIRE BROTHERS PHARM 47,1612 RUTH ST,SULPHUR,70663,,
AK3417020,LA,CALCASIEU,30.2362,-93.359,640000,1871,22019,188386.85714285713,0.5,1.5225247667012176,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,1601 E. NAPOLEON STREET,SULPHUR,70663,RITE AID #7311,
BW7825839,LA,CALCASIEU,30.2307,-93.3687,97300,584,22019,188386.85714285713,0.1,0.23138345232832352,RETAIL PHARMACY,WEST CAL PHARMACY,701 CYPRESS STREET,SULPHUR,70663,,SUITE 4000
FE1128152,LA,EAST BATON ROUGE,30.4794,-91.1406,304450,507,22033,434462.71428571426,0.1,0.31396748644255734,RETAIL PHARMACY,EXPRESS PHARMACY,3328 N. FOSTER DR.,BATON ROUGE,70805,,
BW5680031,LA,IBERIA,29.9862,-91.8208,2514000,4547,22045,73613.85714285714,4.9,15.30619760129074,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",1017 E. ADMIRAL DOYLE DR.,NEW IBERIA,70560,DBA: WALGREENS # 04192,
AC5778521,LA,JEFFERSON,30.0144,-90.1625,6643260,17004,22051,432413.71428571426,2.2,6.885568614792654,RETAIL PHARMACY,CHATEAU DRUGS,3544 W. ESPLANADE AVE.,METAIRIE,70002,CHATEAU DRUGS,
FC0100216,LA,JEFFERSON,30.0024,-90.1383,2680280,6640,22051,432413.71428571426,0.9,2.7779796497442444,RETAIL PHARMACY,C'S DISCOUNT PHARMACY,1401 VETERANS BLVD,METAIRIE,70005,,
BC5276399,LA,JEFFERSON,30.0027,-90.1358,630400,1700,22051,432413.71428571426,0.2,0.6532996191426685,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1107 VETERANS MEMORIAL BLVD,METAIRIE,70005,DBA: CVS/PHARMACY  # 05337,
AK3370361,LA,JEFFERSON,30.0026,-90.1419,675900,2341,22051,432413.71428571426,0.2,0.7004599121317078,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,725 VETERANS MEMORIAL BLVD,METAIRIE,70005,RITE AID #7237,
BC1113961,LA,JEFFERSON,30.0023,-90.1382,734900,1009,22051,432413.71428571426,0.2,0.7616128195240883,RETAIL PHARMACY,C'S DISCOUNT PHARMACY,"CIOLINO PHARMACY, INC.",METAIRIE,70005,,1401 VETERANS BLVD
FW2114510,LA,JEFFERSON,30.0026,-90.142,630920,1891,22051,432413.71428571426,0.2,0.6538385939196861,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",1717 VETERANS MEMORIAL BLVD,METAIRIE,70005,DBA: WALGREENS #13679,
BE5276399,LA,JEFFERSON,30.0027,-90.1358,329600,858,22051,432413.71428571426,0.1,0.3415234404371081,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1107 VETERANS MEMORIAL BLVD,METAIRIE,70005,DBA: CVS/PHARMACY  # 05337,
FL3170800,LA,JEFFERSON,30.0024,-90.1383,204130,386,22051,432413.71428571426,0.1,0.21147504568249825,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1401 VETERANS BLVD.,METAIRIE,70005,DBA CVS/PHARMACY # 10145,
BT6167301,LA,LAFAYETTE,30.2451,-92.0065,934810,2680,22055,213874.42857142858,0.6,1.9588720321225717,RETAIL PHARMACY,THRIFTY WAY PHARMACY,NORTHSIDE INC.,LAFAYETTE,70501,,1419 MOSS STREET
BS6029450,LA,LAFAYETTE,30.244,-92.0162,906220,2706,22055,213874.42857142858,0.6,1.8989591998644997,CHAIN PHARMACY,SUPER ONE PHARMACY #627,215 W. WILLOW STREET,LAFAYETTE,70501,,
BC5276111,LA,LAFAYETTE,30.2434,-92.007,651500,1383,22055,213874.42857142858,0.4,1.3651712798653388,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1315 MOSS ST EXT,LAFAYETTE,70501,DBA: CVS/PHARMACY  # 05285,
BE5276111,LA,LAFAYETTE,30.2434,-92.007,392200,608,22055,213874.42857142858,0.3,0.8217855714177005,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",1315 MOSS ST EXT,LAFAYETTE,70501,DBA: CVS/PHARMACY  # 05285,
BP2247422,LA,LAFAYETTE,30.2447,-92.0176,17950,115,22055,213874.42857142858,0,0.03751213760926007,RETAIL PHARMACY,"PRIDE PLAZA PHARMACY, INC",850 NORTH PIERCE ST,LAFAYETTE,70501,,
BC9686291,LA,LAFAYETTE,30.2506,-92.0226,1800,18,22055,213874.42857142858,0,0.0036684075998911518,RETAIL PHARMACY,CENTRAL PHARMACY SERVICES LLC,811 MARTIN LUTHER KING JR DRIVE,LAFAYETTE,70501,,
BL7636624,LA,LAFAYETTE,30.2506,-92.0226,60,2,22055,213874.42857142858,0,2.2086224268742613e-5,RETAIL PHARMACY,LAFAYETTE COMMUNITY PHARMACY,811 MARTIN LUTHER KING JR DR,LAFAYETTE,70501,,
AT5821790,LA,MADISON,32.4017,-91.1849,166000,550,22065,12236.714285714286,1.9,6.079955797508921,RETAIL PHARMACY,"CITY PHARMACY OF TALLULAH, INC",1009 JOHNSON STREET,TALLULAH,71282,,
AC3183162,LA,ORLEANS,29.9196,-90.0156,1121800,2608,22071,298219.28571428574,0.5,1.6858447075847796,RETAIL PHARMACY,CARR'S DRUGS INC,3500 HOLIDAY DRIVE,NEW ORLEANS,70114,,
BW5506033,LA,ORLEANS,29.9117,-90.018,718600,3706,22071,298219.28571428574,0.3,1.079877175606529,CHAIN PHARMACY,WAL-MART PHARMACY 10-1163,4001 BEHRMAN HWY,NEW ORLEANS,70114,,
BC5312727,LA,ORLEANS,29.9239,-90.0209,551300,1491,22071,298219.28571428574,0.3,0.828442730914165,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",3621 GENERAL DEGAULLE DR.,NEW ORLEANS,70131,DBA: CVS/PHARMACY  # 05387,
BE5312727,LA,ORLEANS,29.9239,-90.0209,107500,432,22071,298219.28571428574,0.1,0.16145763495199386,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",3621 GENERAL DEGAULLE DR.,NEW ORLEANS,70131,DBA: CVS/PHARMACY  # 05387,
BS5998490,LA,ORLEANS,29.9189,-90.0144,75000,497,22071,298219.28571428574,0,0.11261352585156445,CHAIN PHARMACY,SAV-A-CENTER PHARMACY,"TEA CO., INC",ALGIERS,70114,THE GREAT ATLANTIC & PACIFIC,4001 GEN. DEGAULLE DR SUITE G
FL3055197,LA,CADDO,32.3935,-93.7257,108600,283,22017,252980.2857142857,0.1,0.1922975188632849,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",9510 ELLERBE RD.,SHREVEPORT,71106,DBA CVS/PHARMACY # 4743,
BW8616015,LA,EAST BATON ROUGE,30.409,-91.0201,690900,3852,22033,434462.71428571426,0.2,0.7126299607078499,CHAIN PHARMACY,WAL-MART PHARMACY 10-5328,14241 COURSEY BLVD,BATON ROUGE(COURSEY),70817,,
FF3196068,LA,EAST BATON ROUGE,30.4087,-91.0257,10100,45,22033,434462.71428571426,0,0.010315528103861936,RETAIL PHARMACY,FAMILY PHARMACY & GIFTS LLC,13707 COURSEY BLVD. STE B,BATON ROUGE,70817,,
BW9583990,LA,ACADIA,30.248,-92.2688,679360,1744,22001,60885,1.6,5.000866007110908,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",1204 THE BLVD,RAYNE,70578,DBA: WALGREENS # 09862,
BM2762943,LA,ACADIA,30.2339,-92.2685,439640,1490,22001,60885,1,3.2362162691783727,RETAIL PHARMACY,MOUTON PHARMACY,301 SOUTH ADAMS STREET,RAYNE,70578,,
BR5191298,LA,ACADIA,30.2441,-92.2554,393320,1667,22001,60885,0.9,2.8952410653529297,RETAIL PHARMACY,RAYNE PHARMACY,713 CURTIS DR,RAYNE,70578,,
FC3219525,LA,ACADIA,30.2716,-92.2613,4300,14,22001,60885,0,0.03154992130773148,RETAIL PHARMACY,CARE RX EXPRESS,"2400 CHURCH POINT HWY, SUITE A",RAYNE,70578,,
BR9688562,LA,ASCENSION,30.2845,-90.9223,2352100,4763,22005,101895.85714285714,3.3,10.345690007685715,RETAIL PHARMACY,RALPH'S PHARMACY,15013 HIGHWAY 44 STE B,GONZALES,70737,,
BT2207276,LA,ASCENSION,30.2187,-90.9212,3062190,3878,22005,101895.85714285714,4.3,13.46904556981012,RETAIL PHARMACY,THE MEDICINE SHOPPE,1817 SOUTH BURNSIDE AVE,GONZALES,70737,,
BF6048234,LA,ASCENSION,30.2124,-90.9221,1864960,6941,22005,101895.85714285714,2.6,8.202987774823281,RETAIL PHARMACY,FRED'S PHARMACY #1711,228 WEST HIGHWAY 30,GONZALES,70737,,
AB3419872,LA,ASCENSION,30.217,-90.9215,1536230,4141,22005,101895.85714285714,2.2,6.757057436503974,RETAIL PHARMACY,BERTRAND'S PHARMACY,2001 S. BURNSIDE AVE.,GONZALES,70737,,
BK1604811,LA,ASCENSION,30.2319,-90.9102,811350,3400,22005,101895.85714285714,1.1,3.5686475449793225,CHAIN PHARMACY,K MART PHARMACY,115 S AIRLINE HIGHWAY,GONZALES,70737,,
FW0654168,LA,ASCENSION,30.2103,-90.9213,1090030,2780,22005,101895.85714285714,1.5,4.794431217545941,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",105 WEST HIGHWAY 30,GONZALES,70737,DBA: WALGREENS #11413,
BG8221917,LA,ASCENSION,30.2106,-90.9106,676770,2868,22005,101895.85714285714,0.9,2.976692734250115,RETAIL PHARMACY,GPS,1039 EAST HIGHWAY 30,GONZALES,70737,,
BP9698842,LA,ASSUMPTION,29.9924,-91.0553,440300,1132,22007,23395.571428571428,2.7,8.434789503829313,RETAIL PHARMACY,PAINCOURTVILLE PHARMACY INC.,112 HWY 403,PAINCOURTVILLE,70391,,PO BOX 420
AR3420166,LA,ASSUMPTION,29.9924,-91.0553,12100,40,22007,23395.571428571428,0.1,0.23169786621945757,RETAIL PHARMACY,RYBISKI G U AND CO LTD,1 BLK N OF PO,PAINCOURTVILLE,70391,,
FW0777459,LA,JEFFERSON,29.8617,-90.045,313200,1846,22051,432413.71428571426,0.1,0.32452500516193794,CHAIN PHARMACY,WAL-MART PHARMACY 10-5722,3265 MANHATTAN BLVD.,HARVEY,70058,,
FT0711576,LA,JEFFERSON,29.8725,-90.0463,16130,91,22051,432413.71428571426,0,0.016614933991523046,RETAIL PHARMACY,"TOTAL LIFE CARE RX PHARMACY, LLC",2731 MANHATTAN BLVD,HARVEY,70058,TLC RX,SUITE B17
AM9731274,LA,JEFFERSON,29.8564,-90.1043,3227060,7062,22051,432413.71428571426,1.1,3.344711627778242,RETAIL PHARMACY,MAJORIA DRUGS #5,2564 BARRATARIA BOULEVARD,MARRERO,70072,,
BW6718021,LA,JEFFERSON,29.8559,-90.1051,1682970,4829,22051,432413.71428571426,0.6,1.7442778519222948,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",2570 BARATARIA BLVD,MARRERO,70072,DBA: WALGREENS # 05633,
BW9575296,LA,JEFFERSON,29.8737,-90.1109,162620,843,22051,432413.71428571426,0.1,0.16845034761711328,CHAIN PHARMACY,"WINN DIXIE MONTGOMERY, LLC.",WINN DIXIE PHARMACY # 1416,MARRERO,70072,,5969 LAPALCO BLVD
FL3218840,LA,JEFFERSON,29.8759,-90.0988,87700,268,22051,432413.71428571426,0,0.09079652012834803,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",DBA CVS/PHARMACY # 5409,MARRERO,70072,,1950 BARATARIA BLVD.
BF9144495,LA,JEFFERSON,29.8758,-90.1027,116800,83,22051,432413.71428571426,0,0.12095837784221707,RETAIL PHARMACY,"FIRST DOSE PHARMACY, INC.",5128 LAPALCO BLVD,MARRERO,70072,,SUITE D
BW4788420,LA,JEFFERSON,29.8737,-90.1109,1000,5,22051,432413.71428571426,0,9.328409602227537e-4,CHAIN PHARMACY,WINN-DIXIE PHARMACY #1416,5969 LAPALCO BLVD,MARRERO,70072,,
BT7313771,LA,JEFFERSON DAVIS,30.2325,-92.8161,266100,1028,22053,31428.571428571428,1.2,3.7946605185744553,RETAIL PHARMACY,THRIFTY WAY PHARMACY,514 E. RUSSELL,WELSH,70591,,PO BOX 606
BO2155352,LA,JEFFERSON DAVIS,30.2367,-92.8224,202000,728,22053,31428.571428571428,0.9,2.8805516003435674,RETAIL PHARMACY,OSBORN'S CRESCENT DRUG STORE,110 W SOUTH ST.,WELSH,70591,,
FU0578762,LA,LAFAYETTE,30.2172,-92.0465,365300,760,22055,213874.42857142858,0.2,0.7654142811853771,RETAIL PHARMACY,UNIVERSITY MEDICAL CENTER -OUTPATIENT PHARMACY,2390 WEST CONGRESS ST,LAFAYETTE,70506,,
BW6733504,LA,LAFAYETTE,30.2726,-92.0088,2388420,3620,22055,213874.42857142858,1.6,5.005038247535497,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",3747 MOSS STREET,LAFAYETTE,70507,DBA: WALGREENS # 05747,
BW9162695,LA,LAFAYETTE,30.2739,-92.0088,285770,2079,22055,213874.42857142858,0.2,0.5987522472754633,CHAIN PHARMACY,"WINN DIXIE MONTGOMERY, LLC.",WINN DIXIE PHARMACY # 1555,LAFAYETTE,70507,,3803-F MOSS ST
BW5506057,LA,AVOYELLES,31.0957,-92.0624,1814880,8161,22009,42004,6.2,19.365089020109334,CHAIN PHARMACY,WAL-MART PHARMACY 10-1128,7162 HWY 1,MANSURA,71350,,
AM9814066,LA,AVOYELLES,31.0585,-92.0489,443500,1598,22009,42004,1.5,4.732144735882775,RETAIL PHARMACY,MANSURA DRUG STORE,2043 LEGLISE STREET,MANSURA,71350,,
AH6858887,LA,AVOYELLES,31.0433,-92.1333,221650,1350,22009,42004,0.8,2.364953520132463,RETAIL PHARMACY,HESSMER PHARMACY,3658 HWY 115,HESSMER,71341,,PO BOX 7
BW7814026,LA,BOSSIER,32.533,-93.7065,4480100,7572,22015,113206.57142857143,5.7,17.7369152070236,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",2107 AIRLINE DRIVE,BOSSIER CITY,71111,DBA: WALGREENS # 07004,
AK2494413,LA,BOSSIER,32.5292,-93.7081,232500,760,22015,113206.57142857143,0.3,0.9203795732593827,CHAIN PHARMACY,K & B LA CORP/RITE AID #7333,2925 EAST TEXAS STREET,BOSSIER CITY,71111,,
FD2363086,LA,BOSSIER,32.5345,-93.7094,14400,36,22015,113206.57142857143,0,0.05690692476988837,RETAIL PHARMACY,"DAVID RAINES COMMUNITY HEALTH CENTER, INC PHARMACY",ATTN: PHARMACY,BOSSIER CITY,71111,,1514 DOCTORS DRIVE
BC5276452,LA,BOSSIER,32.4604,-93.6634,843800,1462,22015,113206.57142857143,1.1,3.3405576109559805,CHAIN PHARMACY,"LOUISIANA CVS PHARMACY, L.L.C.",4890 BARKSDALE BLVD.,BOSSIER CITY,71112,DBA: CVS/PHARMACY  # 05396,
