BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_COUNTY,BUYER_STATE,avg,linear_average,lat,lon,BUYER_NAME,BUYER_ADDRESS1,BUYER_CITY,BUYER_ZIP,BUYER_ADDL_CO_INFO,BUYER_ADDRESS2
BA2514847,CHAIN PHARMACY,SAINT TAMMANY,LA,0.5,0.032214763699692686,30.473,-90.0864,SAV-A CENTER PHARMACY #081,3450 HIGHWAY 190,MANDEVILLE,70471,,
BA2552114,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.1,0.008867607933119177,30.4061,-91.0151,ALBERTSONS LLC,15232 GEORGE O'NEAL ROAD,BATON ROUGE,70817,SAV-ON PHARMACY #3713,
BA2915241,CHAIN PHARMACY,LAFAYETTE,LA,0.5,0.029161139095148537,30.1565,-92.051,ALBERTSONS LLC,4400 AMBASSADOR CAFFERY PKWY,LAFAYETTE,70508,SAV-ON PHARMACY #719,
BA3075048,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.2,0.013301906052809074,30.4221,-91.1413,ALBERTSONS LLC,2950 COLLEGE DRIVE,BATON ROUGE,70808,SAV-ON PHARMACY #709,
BA3106122,CHAIN PHARMACY,CALCASIEU,LA,0.8,0.04706850068841402,30.1853,-93.2201,ALBERTSONS LLC,4060 RYAN STREET,LAKE CHARLES,70605,ALBERTSONS PHARMACY #717,
BA4336269,CHAIN PHARMACY,LAFAYETTE,LA,0.5,0.029997771311010363,30.2057,-92.0008,ALBERTSONS LLC,DBA SAV-ON PHARMACY #2718,LAFAYETTE,70501,,1818 EVANGELINE THRUWAY
BA4823793,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.1,0.004005067001665435,30.5778,-91.1255,"ALBERTSON'S PHARMACY, #2737",14500 PLANK RD,BAKER,70714,,
BA5377696,RETAIL PHARMACY,EAST BATON ROUGE,LA,0,8.951749269573831e-4,30.392,-91.0973,INTERLINK PHARMACEUTICALS,8490 PICARDY AVE BLD600BATON R,BATON ROUGE,70809,,
BA5676006,CHAIN PHARMACY,ASCENSION,LA,3.3,0.2089075898025497,30.2453,-90.9216,ALBERTSONS,DBA SAV-ON PHARMACY #2748,GONZALES,70737,,1603 N AIRLINE HIGHWAY
BA5785590,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.3,0.021504073332458684,30.445,-91.1405,ALBERTSONS LLC,4857 GOVERNMENT ST,BATON ROUGE,70806,SAV-ON PHARMACY #3750,
BA5925283,RETAIL PHARMACY,EAST BATON ROUGE,LA,0,1.4411517698527043e-4,30.4787,-91.1097,ASSOCIATED VETERNIARY SERVICE,3205 LANIER DRIVE,BATON ROUGE,70814,,
BA5926893,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.1,0.0037642302578671906,30.4814,-91.0905,"ALBERTSONS, #2749",DBA SAV-ON PHARMACY #2749,BATON ROUGE,70814,,8950 GREENWELL SPRINGS ROAD
BA5991167,CHAIN PHARMACY,OUACHITA,LA,0.5,0.028463539234278492,32.5491,-92.0775,ALBERTSONS LLC,DBA SAV-ON PHARMACY #4196,MONROE,71201,,2801 STERLINGTON
BA6101911,RETAIL PHARMACY,OUACHITA,LA,0.7,0.041787546582614,32.6932,-92.074700000000007,MEDIC PHARMACY,"MEDIC PHARMACY OF BASTROP, INC",STERLINGTON,71280,,601 HWY 2
BA6145684,CHAIN PHARMACY,LAFAYETTE,LA,0.9,0.054891728087096386,30.1399,-91.9487,ALBERTSONS LLC,1210 ALBERTSON PARKWAY,BROUSSARD,70518,SAV-ON PHARMACY #2756,
BA6406486,RETAIL PHARMACY,ASSUMPTION,LA,61.9,3.87625242317647,29.9403,-91.0239,"ASSUMPTION PHARMACY, INC",120 WASHINGTON STREET,NAPOLEONVILLE,70390,,PO BOX 368
BA6803767,RETAIL PHARMACY,RAPIDES,LA,11.8,0.741830743806435,31.2832,-92.4623,APOTHECARY PHARMACY INC,3311 PRESCOTT RD,ALEXANDRIA,71301,RAY'S APOTHECARY PHARMACY,STE 110
BA6985228,CHAIN PHARMACY,LAFAYETTE,LA,0.5,0.033744106480979724,30.1983,-92.0737,ALBERTSONS LLC,2863 AMBASSADOR CAFFERY,LAFAYETTE,70506,SAV-ON PHARMACY #775,
BA7088532,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.2,0.01110348393295512,30.3572,-91.0082,ALBERTSONS LLC,15128 AIRLINE HWY,BATON ROUGE,70817,SAV-ON PHARMACY #3747,
BA7262621,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.1,0.009314894395580404,30.3556,-91.1111,ALBERTSONS LLC,9960 BLUEBONNET BLVD.,BATON ROUGE,70810,SAV-ON PHARMACY #3792,
BA7415208,RETAIL PHARMACY,JEFFERSON,LA,3.2,0.19943597014368064,29.9445,-90.1873,ASPEN PHARMACY,5745 PLAUCHE CT.,HARAHAN,70123,,
BA7569669,RETAIL PHARMACY,LAFOURCHE,LA,8.2,0.5118246889606698,29.6993,-90.5594,"AL DAVIS PHARMACY, INC",4708 HWY 1,RACELAND,70394,,
BA7593482,CHAIN PHARMACY,CALCASIEU,LA,0.5,0.03138091171088245,30.1706,-93.2654,ALBERTSONS LLC,2750 COUNTRY CLUB BLVD,LAKE CHARLES,70605,ALBERTSONS PHARMACY #2798,
BA7690832,RETAIL PHARMACY,SAINT TAMMANY,LA,2.2,0.13890614947309624,30.4808,-90.038,ABITA PHARMACY,22107 B HIGHWAY 36,ABITA SPRINGS,70420,,
BA8081539,RETAIL PHARMACY,JEFFERSON,LA,0.1,0.0032998989660027777,29.9635,-90.1655,ALPHA PHARMACEUTICAL COMPANY,3813 JEFFERSON HIGHWAY,JEFFERSON,70121,,
BA8326616,RETAIL PHARMACY,LAFAYETTE,LA,1.6,0.10188802303325269,30.2035,-92.017,ACADIANA PRESCRIPTION SHOP,454 HEYMANN BLVD,LAFAYETTE,70503,ACADIANA PRESCRIPTION SHOP,
BA8533362,RETAIL PHARMACY,JEFFERSON,LA,0.3,0.019870058918118893,29.9374,-90.1912,AVITA DRUGS LLC,6226 JEFFERSON HIGHWAY,HARAHAN,70123,,SUITE G
BA8641260,RETAIL PHARMACY,JEFFERSON,LA,1.1,0.0663511194725594,30.0332,-90.2379,"AMERIHEALTH MEDS, LLC",4232 WILLIAMS BOULEVARD,KENNER,70065,,SUITE 106
BA8781494,RETAIL PHARMACY,LIVINGSTON,LA,14.9,0.9346312831789367,30.5045,-90.5817,ALBANY PHARMACY LLC,19089 FLORIDA BLVD,ALBANY,70711,DBA ALBANY,
BB0157544,RETAIL PHARMACY,IBERVILLE,LA,3.2,0.1986327920657648,30.4226,-91.439,BRYAN FAMILY PHARMACY,17275 HIGHWAY 77,GROSSE TETE,70740,,
BB0359895,RETAIL PHARMACY,JEFFERSON,LA,2.4,0.15143948353027958,29.8917,-90.0367,BELLEMEADE DISCOUNT DRUGS,119 BELLEMEADE BLVD,GRETNA,70056,,
BB1915341,RETAIL PHARMACY,OUACHITA,LA,0,2.8821844863295937e-4,32.5288,-92.1477,BARRX INST'L PHCY SERVICE,2715 NORTH 7TH ST,WEST MONROE,71291,,
BB2469751,RETAIL PHARMACY,ALLEN,LA,61.3,3.8405775102164497,30.622,-92.7735,PHIL'S PHARMACY,805 WEST 7TH AVENUE,OBERLIN,70655,,PO BOX 189
BB3309588,RETAIL PHARMACY,EAST BATON ROUGE,LA,0.2,0.01461713641998867,30.4247,-91.1585,BOLTON HEALTH MART,2958 PERKINS RD,BATON ROUGE,70808,,
BB3548356,RETAIL PHARMACY,JACKSON,LA,392.3,24.570104072417735,32.241,-92.7125,MITCHELL'S PHARMACY,202 E MAIN ST,JONESBORO,71251,DWAYNE MITCHELL,
BB3854090,CHAIN PHARMACY,CALCASIEU,LA,2.4,0.14927864685054923,30.2251,-93.375,BROOKSHIRE BROTHERS PHARM 47,1612 RUTH ST,SULPHUR,70663,,
BB4283393,RETAIL PHARMACY,RAPIDES,LA,2.1,0.13116350801284718,31.3883,-92.6701,BOONE'S PHARMACY,513 ULSTER STREET,BOYCE,71409,,PO BOX 791
BB4335560,CHAIN PHARMACY,OUACHITA,LA,1,0.06409972857338336,32.5256,-92.04,BROOKSHIRE PHARMACY #22,7920 DESIARD,MONROE,71203,,
BB4335572,CHAIN PHARMACY,OUACHITA,LA,0.8,0.05013060348175801,32.518,-92.16,BROOKSHIRE PHARMACY #42,3426 CYPRESS SUITE 16,WEST MONROE,71291,,
BB4560391,CHAIN PHARMACY,CADDO,LA,0.8,0.048081548411753675,32.4558,-93.7473,BROOKSHIRE PHARMACY #18,5828 LINE AVE,SHREVEPORT,71106,,
BB4560404,CHAIN PHARMACY,CADDO,LA,2,0.12311475472605679,32.5585,-93.782,BROOKSHIRE PHARMACY #24,3000 N MARKET STREET,SHREVEPORT,71107,,
BB4560428,CHAIN PHARMACY,CADDO,LA,2.6,0.1620354093183451,32.4016,-93.8066,BROOKSHIRE PHARMACY #037,9250 MANSFIELD ROAD,SHREVEPORT,71118,,
BB4560430,CHAIN PHARMACY,BOSSIER,LA,11.8,0.73669467181362,32.5569,-93.6106,BROOKSHIRE PHARMACY,1125 HWY 80,HAUGHTON,71037,,
BB4560442,CHAIN PHARMACY,CADDO,LA,0.9,0.05667027231899683,32.4787,-93.8672,BROOKSHIRE PHARMACY,3620 PINES ROAD,SHREVEPORT,71119,,
BB4560454,CHAIN PHARMACY,CADDO,LA,0.9,0.05639986864278285,32.4824,-93.7406,BROOKSHIRE PHARMACY,510 KINGS HIGHWAY,SHREVEPORT,71104,,
BB4560478,CHAIN PHARMACY,CADDO,LA,1.6,0.10189968165468777,32.3998,-93.7627,BROOKSHIRE PHARMACY,388 BERT KOUNS,SHREVEPORT,71106,,
BB4724161,RETAIL PHARMACY,SAINT LANDRY,LA,7.2,0.4503933450316337,30.4102,-92.0617,BRINKHAUS PHARMACY,988 NAPOLEAN AVE,SUNSET,70584,,SUNSET
BB5031959,CHAIN PHARMACY,UNION,LA,106.8,6.688500488666118,32.7689,-92.3912,BROOKSHIRE PHARMACY,1018 STERLINGTON HWY,FARMERVILLE,71241,,
BB5058513,RETAIL PHARMACY,TERREBONNE,LA,0.8,0.05305434092841205,29.5984,-90.7096,BONVILLAIN PHARMACY,7505 MAIN ST,HOUMA,70360,,
BB5241447,RETAIL PHARMACY,CATAHOULA,LA,272.6,17.073724317285,31.6275,-91.8129,BROOKS DRUGS,"OLLA PHARMACY, INC",JONESVILLE,71343,,104 MOUND ST
BB5713804,CHAIN PHARMACY,BOSSIER,LA,11.4,0.7135854184224074,32.4583,-93.6626,BROOKSHIRE PHARMACY,4918 BARKSDALE BLVD,BOSSIER CITY,71112,,
BB5723336,CHAIN PHARMACY,CALCASIEU,LA,1.8,0.11503760767779876,30.452,-93.4399,BROOKSHIRE BROTHERS PHARMACY #31,300 WEST 4TH STREET,DEQUINCY,70633,,
BB5831195,CHAIN PHARMACY,DE SOTO,LA,55.3,3.461578516432378,32.0384,-93.697,BROOKSHIRE PHARMACY,1117 POLK STREET,MANSFIELD,71052,,
BB6025349,RETAIL PHARMACY,WEST BATON ROUGE,LA,100.1,6.272733932760771,30.4611,-91.2058,BOURG'S DRUG,484 LOUISIANA AVENUE,PORT ALLEN,70767,,PO BOX 47
BB6234835,RETAIL PHARMACY,TANGIPAHOA,LA,3.6,0.22318484512655212,30.9372,-90.5188,BROWN MORRIS PHARMACY INC,717 AVENUE G,KENTWOOD,70444,,
BB6458269,CHAIN PHARMACY,CLAIBORNE,LA,176.5,11.055368219865583,32.8014,-93.055,BROOKSHIRE PHARMACY,817 WEST MAIN,HOMER,71040,,
BB6526872,CHAIN PHARMACY,BOSSIER,LA,5.4,0.3398484101237886,32.6781,-93.745,BROOKSHIRE PHARMACY #17,6280 HWY 3,BENTON,71006,,
BB6547876,RETAIL PHARMACY,ALLEN,LA,35.7,2.234569184201965,30.622,-92.7735,BUCK'S PHARMACY,MDB-DRUGS,OBERLIN,70655,,805 W 7TH AVENUE
BB6623284,RETAIL PHARMACY,MADISON,LA,305.5,19.132772594621912,32.4117,-91.185,BEENE'S DRUG STORE,402 EAST DARROW ST.,TALLULAH,71282,,
BB6639047,CHAIN PHARMACY,OUACHITA,LA,1.5,0.09261152882579467,32.5676,-92.0727,BROOKSHIRE PHARMACY,4070 STERLINGTON ROAD,MONROE,71203,,
BB6988337,RETAIL PHARMACY,SAINT LANDRY,LA,8,0.49946938034987837,30.4873,-92.422,BELLARD'S FAMILY PHARMACY,621 WEST MAPLE AVENUE,EUNICE,70535,,
BB7100441,RETAIL PHARMACY,CALCASIEU,LA,0.2,0.011126297477561994,30.1979,-93.2164,BOUDREAUX'S NEW DRUG STORE,404 EAST PRIEN LAKE RD,LAKE CHARLES,70601,,
BB7166780,RETAIL PHARMACY,EAST BATON ROUGE,LA,0,0.0010763650287033237,30.4436,-91.0989,BATON ROUGE SPECIALTY PHARMACY,748 CHEVELLE DR,BATON ROUGE,70806,,
BB7307906,CHAIN PHARMACY,BEAUREGARD,LA,162.1,10.155882526329597,30.8466,-93.2987,BROOKSHIRE BROTHERS #50,1103 WEST FIRST ST,DERIDDER,70634,,
BB7570232,CHAIN PHARMACY,NATCHITOCHES,LA,30.8,1.9277144953688665,31.774,-93.1076,SUPER 1 PHARMACY #604,5696 HIGHWAY 1 BYPASS,NATCHITOCHES,71457,,
BB8637160,RETAIL PHARMACY,LIVINGSTON,LA,12.7,0.7938577949100849,30.5735,-90.9573,"BERNARD'S FAMILY PHARMACY, LLC",34876 LA HWY 1019,DENHAM SPRINGS,70706,,
BB9804142,RETAIL PHARMACY,ORLEANS,LA,1.5,0.09356987849160006,30.0055,-90.1178,BUCKTOWN PHARMACY,234 W. HARRISON AVE,NEW ORLEANS,70124,,SUITE B
BC0182775,RETAIL PHARMACY,CALCASIEU,LA,0,1.5118979608608137e-4,30.2028,-93.2012,CHILDREN'S PHARMACY INC,2903 FIRST AVE,LAKE CHARLES,70601,,
BC1113961,RETAIL PHARMACY,JEFFERSON,LA,0.5,0.02952147726082416,30.0023,-90.1382,C'S DISCOUNT PHARMACY,"CIOLINO PHARMACY, INC.",METAIRIE,70005,,1401 VETERANS BLVD
BC1903118,RETAIL PHARMACY,LINCOLN,LA,16.4,1.0300257052247541,32.5277,-92.6396,THE CORNER DRUG STORE,120 S. TRENTON,RUSTON,71270,,
BC2209751,RETAIL PHARMACY,JEFFERSON,LA,0.3,0.016291685002179344,29.9162,-90.0497,CARR DRUGS,91 WESTBANK EXPRESSWAY,GRETNA,70053,,SUITE 550
BC3134361,RETAIL PHARMACY,VERMILION,LA,11.7,0.7303280794432795,29.9573,-92.0338,CASHWAY PHARMACY,112 EAST EDWARDS,ERATH,70533,,
BC3527504,RETAIL PHARMACY,CONCORDIA,LA,14.8,0.9260497212982577,31.6296,-91.5522,"CONCORDIA DRUG, INC",114 LOUISIANA AVE,FERRIDAY,71334,,
BC3575315,RETAIL PHARMACY,RAPIDES,LA,0.9,0.0547157832068164,31.3202,-92.4361,CENLA PROFESSIONAL PHARMACY,610 MAIN STREET,PINEVILLE,71360,,
BC3728702,RETAIL PHARMACY,EAST BATON ROUGE,LA,0,0.001745170120785556,30.5294,-91.1792,COMMUNITY PHARMACY,9136 SCOTLAND AVE,BATON ROUGE,70807,,
BC4204272,RETAIL PHARMACY,OUACHITA,LA,0.7,0.04567499269821759,32.5292,-92.0976,COMMUNITY HEALTH PHARMACY,2600 TOWER DRIVE,MONROE,71201,,SUITE 102
BC4730481,RETAIL PHARMACY,JEFFERSON DAVIS,LA,48,3.003626685461862,30.2268,-92.6577,CASSIDY'S PHARMACY INC,710 N MAIN ST,JENNINGS,70546,,PO BOX 957
BC5069275,RETAIL PHARMACY,SAINT MARY,LA,20.9,1.3122253274122442,29.8038,-91.4992,CASHWAY PHCY OF FRANKLIN,1419 HOSPITAL AVENUE,FRANKLIN,70538,,
BC5191274,RETAIL PHARMACY,CATAHOULA,LA,18.5,1.1608379455093045,31.625,-91.8146,CHAMPLIN'S PHARMACY,409 MOUND STREET,JONESVILLE,71343,,PO BOX 161
BC5276008,CHAIN PHARMACY,TERREBONNE,LA,1.6,0.10075986056709949,29.5928,-90.6767,"LOUISIANA CVS PHARMACY, L.L.C.",9407 E PARK AVE,HOUMA,70363,DBA: CVS/PHARMACY  # 05611,
BC5276010,CHAIN PHARMACY,WASHINGTON,LA,21.7,1.3580974611283037,30.7912,-89.8643,"LOUISIANA CVS PHARMACY, L.L.C.",329 SUPERIOR AVE.,BOGALUSA,70427,DBA: CVS/PHARMACY  # 05277,
BC5276022,CHAIN PHARMACY,TANGIPAHOA,LA,5.3,0.3327123532441741,30.5024,-90.4863,"LOUISIANA CVS PHARMACY, L.L.C.",2300 WEST THOMAS ST,HAMMOND,70401,DBA: CVS/PHARMACY  # 05280,
BC5276046,CHAIN PHARMACY,TERREBONNE,LA,0.6,0.03777787878076313,29.5925,-90.7032,"LOUISIANA CVS PHARMACY, L.L.C.",437 GRAND CAILLOU RD,HOUMA,70363,DBA: CVS/PHARMACY # 05281,
BC5276072,CHAIN PHARMACY,OUACHITA,LA,1.7,0.10858653736364512,32.5167,-92.1069,"LOUISIANA CVS PHARMACY, L.L.C.",1710 LOUISVILLE AVE.,MONROE,71201,DBA: CVS/PHARMACY  # 05513,
BC5276109,CHAIN PHARMACY,LAFAYETTE,LA,0.4,0.02412184324101442,30.2141,-92.0472,"LOUISIANA CVS PHARMACY, L.L.C.",705 BERTRAND DRIVE,LAFAYETTE,70506,DBA: CVS/PHARMACY  # 05284,
BC5276111,CHAIN PHARMACY,LAFAYETTE,LA,0.6,0.03647005100967841,30.2434,-92.007,"LOUISIANA CVS PHARMACY, L.L.C.",1315 MOSS ST EXT,LAFAYETTE,70501,DBA: CVS/PHARMACY  # 05285,
BC5276135,CHAIN PHARMACY,SAINT LANDRY,LA,1.5,0.09590853205606997,30.5206,-92.0759,"LOUISIANA CVS PHARMACY, L.L.C.",827 CRESWELL LN,OPELOUSAS,70570,DBA: CVS/PHARMACY  # 05291,
BC5276147,CHAIN PHARMACY,TANGIPAHOA,LA,5.2,0.3250876595466459,30.4376,-90.4439,"LOUISIANA CVS PHARMACY, L.L.C.",285 WEST PINE,PONCHATOULA,70454,DBA: CVS/PHARMACY  # 05294,
BC5276159,CHAIN PHARMACY,EVANGELINE,LA,0.5,0.033368986429995674,30.6919,-92.2615,"LOUISIANA CVS PHARMACY, L.L.C.",903 TATE COVE RD,VILLE PLATTE,70586,DBA: CVS/PHARMACY # 05298,
BC5276161,CHAIN PHARMACY,AVOYELLES,LA,31.4,1.9696385859625953,31.1236,-92.0698,"LOUISIANA CVS PHARMACY, L.L.C.",120 TUNICA DR. EAST,MARKSVILLE,71351,DBA: CVS/PHARMACY  # 05306,
BC5276197,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.1,0.004478114915145481,30.4214,-91.1515,"LOUISIANA CVS PHARMACY, L.L.C.",3651 PERKINS RD,BATON ROUGE,70808,DBA: CVS/PHARMACY # 05312,
BC5276200,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.2,0.014616253851807348,30.4581,-91.0577,"LOUISIANA CVS PHARMACY, L.L.C.",11430 FLORIDA BLVD,BATON ROUGE,70815,DBA: CVS/PHARMACY  # 05317,
BC5276212,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.4,0.022361186833415755,30.5028,-91.1308,"LOUISIANA CVS PHARMACY, L.L.C.",5889 AIRLINE HWY,BATON ROUGE,70805,DBA: CVS/PHARMACY  # 05319,
BC5276224,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.3,0.020544900767831907,30.5887,-91.1674,"LOUISIANA CVS PHARMACY, L.L.C.",1214 MAIN ST,BAKER,70714,DBA: CVS/PHARMACY  # 05321,
BC5276236,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.5,0.029223398734837584,30.4105,-91.0781,"LOUISIANA CVS PHARMACY, L.L.C.",9608 JEFFERSON HWY,BATON ROUGE,70809,DBA: CVS/PHARMACY  # 05322,
BC5276250,CHAIN PHARMACY,BOSSIER,LA,8.2,0.5160684738978133,32.5294,-93.7022,"LOUISIANA CVS PHARMACY, L.L.C.",3001 E. TEXAS ST.,BOSSIER CITY,71111,DBA: CVS/PHARMACY  # 05323,
BC5276262,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.4,0.0231934400612287,30.4435,-91.1547,"LOUISIANA CVS PHARMACY, L.L.C.",3384 GOVERNMENT ST,BATON ROUGE,70806,DBA: CVS/PHARMACY  # 05324,
BC5276274,CHAIN PHARMACY,CADDO,LA,0.5,0.02875723510035608,32.5369,-93.7694,"LOUISIANA CVS PHARMACY, L.L.C.",1540 N. MARKET ST,SHREVEPORT,71107,DBA: CVS/PHARMACY  # 05325,
BC5276298,CHAIN PHARMACY,CADDO,LA,0.5,0.03040431254082612,32.4557,-93.7806,"LOUISIANA CVS PHARMACY, L.L.C.",2755 HOLLYWOOD AVE,SHREVEPORT,71108,DBA: CVS/PHARMACY  # 05326,
BC5276325,CHAIN PHARMACY,CADDO,LA,0.3,0.020962564582967955,32.4801,-93.723,"LOUISIANA CVS PHARMACY, L.L.C.",3300 YOUREE DR,SHREVEPORT,71105,DBA: CVS/PHARMACY  # 05329,
BC5276337,CHAIN PHARMACY,SAINT TAMMANY,LA,3.1,0.19623212010573235,30.2842,-89.765,"LOUISIANA CVS PHARMACY, L.L.C.",1305 GAUSE BLVD.,SLIDELL,70458,DBA: CVS/PHARMACY  # 05330,
BC5276351,CHAIN PHARMACY,CADDO,LA,0.7,0.04621168718235857,32.4429,-93.7192,"LOUISIANA CVS PHARMACY, L.L.C.",7004 YOUREE DR,SHREVEPORT,71105,DBA: CVS/PHARMACY  # 05331,
BC5276375,CHAIN PHARMACY,LIVINGSTON,LA,6.4,0.4008690857669415,30.4764,-90.9543,"LOUISIANA CVS PHARMACY, L.L.C.",640 S RANGE AVENUE,DENHAM SPRINGS,70726,DBA: CVS/PHARMACY  # 05334,
BC5276399,CHAIN PHARMACY,JEFFERSON,LA,0.2,0.01199917053428968,30.0027,-90.1358,"LOUISIANA CVS PHARMACY, L.L.C.",1107 VETERANS MEMORIAL BLVD,METAIRIE,70005,DBA: CVS/PHARMACY  # 05337,
BC5276402,CHAIN PHARMACY,TERREBONNE,LA,1.5,0.0940295663971314,29.6067,-90.742,"LOUISIANA CVS PHARMACY, L.L.C.",7015 PARK AVE,HOUMA,70364,DBA: CVS/PHARMACY  # 05338,
BC5276414,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.2,0.013915912892665788,30.4098,-91.0153,"LOUISIANA CVS PHARMACY, L.L.C.",15255 GEORGE ONEAL RD #A,BATON ROUGE,70817,DBA: CVS/PHARMACY  # 05343,
BC5276426,CHAIN PHARMACY,OUACHITA,LA,1.6,0.10027666603805394,32.5516,-92.0778,"LOUISIANA CVS PHARMACY, L.L.C.",2901 STERLINGTON RD,MONROE,71203,DBA: CVS/PHARMACY  # 05344,
BC5276438,CHAIN PHARMACY,WEBSTER,LA,25.7,1.6113164496187813,32.621,-93.2693,"LOUISIANA CVS PHARMACY, L.L.C.",606 HOMER RD.,MINDEN,71055,DBA: CVS/PHARMACY  # 05345,
BC5276440,CHAIN PHARMACY,CADDO,LA,0.7,0.041318343752296635,32.4429,-93.8615,"LOUISIANA CVS PHARMACY, L.L.C.",6935 PINES RD,SHREVEPORT,71129,DBA: CVS/PHARMACY  # 05360,
BC5276452,CHAIN PHARMACY,BOSSIER,LA,5.2,0.3231932264689535,32.4604,-93.6634,"LOUISIANA CVS PHARMACY, L.L.C.",4890 BARKSDALE BLVD.,BOSSIER CITY,71112,DBA: CVS/PHARMACY  # 05396,
BC5286592,CHAIN PHARMACY,SAINT TAMMANY,LA,1,0.06421094233086501,30.4779,-90.1064,"LOUISIANA CVS PHARMACY, L.L.C.",627 W 21ST AVE,COVINGTON,70433,DBA: CVS/PHARMACY  # 05614,
BC5286605,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.3,0.01977976319752412,30.4832,-91.0892,"LOUISIANA CVS PHARMACY, L.L.C.",9006 GREENWELL SPRINGS RD,BATON ROUGE,70814,DBA: CVS/PHARMACY  # 05318,
BC5286617,CHAIN PHARMACY,JEFFERSON,LA,0.2,0.013764809196825338,30.0138,-90.1581,"LOUISIANA CVS PHARMACY, L.L.C.",3535 SEVERN AVE,METAIRIE,70002,DBA: CVS/PHARMACY  # 05342,
BC5286629,CHAIN PHARMACY,SAINT CHARLES,LA,44.6,2.7909972756105796,29.9872,-90.364,"LOUISIANA CVS PHARMACY, L.L.C.",12589 AIRLINE HWY,DESTREHAN,70047,DBA: CVS/PHARMACY  # 05442,
BC5286631,CHAIN PHARMACY,WASHINGTON,LA,17.3,1.082887429942455,30.8465,-90.1526,"LOUISIANA CVS PHARMACY, L.L.C.",1116 WASHINGTON ST,FRANKLINTON,70438,DBA: CVS/PHARMACY  # 05451,
BC5286643,CHAIN PHARMACY,SAINT TAMMANY,LA,1.2,0.076673162223755,30.2861,-89.7357,"LOUISIANA CVS PHARMACY, L.L.C.",2103 GAUSE BLVD E,SLIDELL,70461,DBA: CVS/PHARMACY  # 05473,
BC5286655,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.2,0.015521503211151673,30.4116,-91.0509,"LOUISIANA CVS PHARMACY, L.L.C.",11705 COURSEY BLVD.,BATON ROUGE,70816,DBA: CVS/PHARMACY  # 05510,
BC5286667,CHAIN PHARMACY,SAINT TAMMANY,LA,1.1,0.06968013224215985,30.4993,-90.1056,"LOUISIANA CVS PHARMACY, L.L.C.",2101 COLLINS BLVD.,COVINGTON,70433,DBA: CVS/PHARMACY  # 05469,
BC5289839,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.5,0.02859655556726109,30.5426,-91.0295,"LOUISIANA CVS PHARMACY, L.L.C.",14360 WAX ROAD,BATON ROUGE,70818,DBA: CVS/PHARMACY  # 05374,
BC5289853,CHAIN PHARMACY,JEFFERSON,LA,0.2,0.011856616750460734,30.0166,-90.198,"LOUISIANA CVS PHARMACY, L.L.C.",4950 W ESPLANADE AVE,METAIRIE,70006,DBA: CVS/PHARMACY  # 05383,
BC5289865,CHAIN PHARMACY,SAINT TAMMANY,LA,1.3,0.08379263150597249,30.4723,-90.0866,"LOUISIANA CVS PHARMACY, L.L.C.",2915 HWY 190,MANDEVILLE,70471,DBA: CVS/PHARMACY  # 05435,
BC5312727,CHAIN PHARMACY,ORLEANS,LA,0.4,0.02479186481970779,29.9239,-90.0209,"LOUISIANA CVS PHARMACY, L.L.C.",3621 GENERAL DEGAULLE DR.,NEW ORLEANS,70131,DBA: CVS/PHARMACY  # 05387,
BC5312741,CHAIN PHARMACY,JEFFERSON,LA,0.2,0.013265538365590305,29.9759,-90.1752,"LOUISIANA CVS PHARMACY, L.L.C.",4301 AIRLINE DRIVE,METAIRIE,70001,DBA: CVS/PHARMACY  # 05441,
BC5312753,CHAIN PHARMACY,CALCASIEU,LA,0.4,0.02472691267807728,30.3022,-93.2012,"LOUISIANA CVS PHARMACY, L.L.C.",366 SAM HOUSTON JONES PKWY,LAKE CHARLES,70611,DBA: CVS/PHARMACY  # 05455,
BC5312765,CHAIN PHARMACY,ORLEANS,LA,0.7,0.04204496583711041,29.925,-90.1081,"LOUISIANA CVS PHARMACY, L.L.C.",4901 PRYTANIA ST,NEW ORLEANS,70115,DBA: CVS/PHARMACY  # 05503,
BC5312777,CHAIN PHARMACY,LAFOURCHE,LA,13.9,0.873533105776432,29.4713,-90.3154,"LOUISIANA CVS PHARMACY, L.L.C.",16804 W. MAIN ST,CUT OFF,70345,DBA: CVS/PHARMACY  # 05432,
